,CAS,cSMILES
2004,1612778-41-2,O=[S@](/N=C/c1cccc(F)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2005,105936-30-9,O=C(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
2006,70900-34-4,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
2007,375-16-6,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)F
2008,67584-55-8,C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2009,178167-74-3,O=C(Nc1ccccc1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
2010,335-77-3,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2011,181997-60-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr
2012,347361-45-9,O=C1CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2013,91543-34-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)P(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2014,93776-06-8,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2015,873838-37-0,N#Cc1ccccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2016,922168-38-5,O=C(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
2017,64773-44-0,CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2018,58621-71-9,F/C(=C(\C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
2019,84238-52-8,FC(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
2020,1355554-62-9,CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SC
2021,390410-82-9,OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2022,84238-62-0,O=S(=O)([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
2023,34455-21-5,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
2024,115-25-3,FC1(F)C(F)(F)C(F)(F)C1(F)F
2025,1178899-18-7,CC(=O)/N=S(\c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2026,20109-59-5,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
2027,93894-55-4,O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F
2028,14548-74-4,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
2029,53104-06-6,FC(F)(F)C(F)(F)C(F)(F)c1cccc(Br)c1
2030,64435-67-2,Cn1cccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2031,65500-50-7,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
2032,756426-58-1,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
2033,31841-41-5,C[N+](CCO)(CCO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-]
2034,58621-72-0,F/C(=C(/C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
2035,335-65-9,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2036,182243-54-5,NCC(F)(C(F)(F)F)C(F)(F)F
2037,375-01-9,OCC(F)(F)C(F)(F)C(F)(F)F
2038,1482416-44-3,FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)Br)C(F)(F)F
2039,207122-01-8,CCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2040,91615-22-4,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2041,63295-18-1,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
2042,67969-65-7,CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2043,38565-52-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
2044,84808-63-9,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2045,107368-63-8,CC(OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)(C)C
2046,89148-14-1,COC(=O)CC(O)(O)C(F)(F)C(F)(F)C(F)(F)F
2047,119403-58-6,CCOC(=O)c1c(C)n[nH]c1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2048,75668-27-8,CCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F
2049,3108-24-5,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2050,90999-87-4,OCCC(F)(C(F)(F)F)C(F)(F)F
2051,71363-70-7,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2052,77117-48-7,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2053,109574-81-4,OCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2054,93857-55-7,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2055,25291-12-7,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2056,73606-15-2,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
2057,66137-74-4,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)I
2058,63225-59-2,O=S(=O)([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
2059,240497-37-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](Br)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2060,59536-17-3,O=S(=O)([O-])c1ccc(OC(F)(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+]
2061,125672-20-0,CC(C)N(CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C
2062,1526-49-4,CCOC(=O)C(F)(C(F)(F)F)C(F)(F)F
2063,118945-65-6,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F
2064,359-71-7,FC(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
2065,240121-57-7,O=C(CCCCCc1nc2cc3ccccc3cc2[nH]1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2066,129813-71-4,CN(CC1CO1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2067,63295-29-4,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2068,120623-45-2,C[C@]12CC[C@@H]3c4ccc(O[Si](C)(C)C)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)C(F)(F)C(F)(F)C(F)(F)F
2069,89109-72-8,CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2070,251099-16-8,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2071,1456734-51-2,COC(=O)CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2072,163702-07-6,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2073,23790-50-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1
2074,83038-83-9,CCOC(OCC)[SiH2]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2075,813-45-6,O=C(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
2076,94237-08-8,CO[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2077,68900-97-0,CC(C)O.CC(C)O.CCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O.O.[Cl-].[Cl-].[Cl-].[Cl-].[Cr+3].[Cr+3].[OH-]
2078,110260-75-8,COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2079,90582-01-7,CC(Cc1ccccc1)NC(=O)C(F)(F)C(F)(F)C(F)(F)F
2080,81769-55-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1
2081,238098-38-9,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1[N+](=O)[O-]
2082,700874-87-9,FC(F)=C(F)OC(F)(F)OC(F)(F)F
2083,243842-15-1,C=C(C)C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2084,31506-32-8,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2085,356056-16-1,CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C
2086,4180-26-1,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
2087,313535-73-8,O=C(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2088,38787-60-9,CCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2089,1588522-06-8,Cc1nnc2n1-c1ccccc1C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC2
2090,2195-67-7,FC(F)(F)C(F)(F)C(F)(F)c1nc(-c2ccccc2)n[nH]1
2091,1366341-52-7,FC(F)(F)C(F)(F)C(F)(F)C1=N[C@@H](Cc2ccccc2)CO1
2092,332136-76-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr
2093,165663-65-0,C=CC/N=C(/O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
2094,457603-91-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCBr
2095,1363391-48-3,OC(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1CCN=C1c1ccccc1
2096,308-45-2,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
2097,1646599-70-3,O=C(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F
2098,1441382-30-4,Oc1cccc(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
2099,94159-84-9,OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2100,1257261-89-4,CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2101,183997-46-8,O=[N+]([O-])c1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
2102,93894-71-4,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2103,254095-33-5,CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2104,1419865-32-9,O=C1OC(O)(C(F)(C(F)(F)F)C(F)(F)F)c2c(F)c(F)c(F)c(F)c21
2105,237738-71-5,O=C(CCCCCc1nc2ccccc2[nH]1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2106,25080-18-6,FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F
2107,773895-92-4,CCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2108,70168-24-0,CC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F
2109,38436-17-8,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2110,1355553-99-9,CCSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C
2111,335-54-6,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2112,186599-47-3,CN(C)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)C
2113,60007-37-6,O=c1[nH]cc(C(F)(F)C(F)(F)C(F)(F)F)c(=O)[nH]1
2114,24010-46-6,F/C(=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
2115,140834-64-6,CC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2116,307-30-2,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2117,30320-27-5,FC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
2118,123825-52-5,O=Cc1ccc(C(F)(F)C(F)(F)C(F)(F)F)[nH]1
2119,144862-39-5,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2120,112820-37-8,O=C(F)C(F)(OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
2121,1446355-42-5,CC(N)C(F)(F)C(F)(F)C(F)(F)F
2122,355-74-8,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO
2123,13695-31-3,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F
2124,355-47-5,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2125,243977-25-5,C=C(CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2126,1644-10-6,O=C(F)C(F)(OC(F)(F)C(F)(F)OC(F)(C(=O)F)C(F)(F)F)C(F)(F)F
2127,65545-80-4,OCCOCCC(F)(F)F
2128,17587-22-3,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F
2129,100664-15-1,O=P(OCC(F)(F)F)(OCC(F)(F)F)OC(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2130,92835-92-2,OC/C(I)=C/C(F)(F)C(F)(F)C(F)(F)F
2131,299198-90-6,O=C(Nc1nc(-c2ccc(F)c(F)c2)cs1)C(F)(F)C(F)(F)C(F)(F)F
2132,59727-25-2,O=c1[nH]cc(COCC(F)(F)C(F)(F)C(F)(F)F)c(=O)[nH]1
2133,680187-85-3,C=CS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2134,125162-61-0,CCOC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C(c1ccccc1)c1ccccc1
2135,136049-37-1,C[Si](C)(C)OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
2136,937038-66-9,F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
2137,67584-63-8,CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2138,89807-87-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1
2139,377-52-6,COC(O)C(F)(F)C(F)(F)C(F)(F)F
2140,87050-96-2,O=C(NO)C(F)(F)C(F)(F)C(F)(F)F
2141,355-95-3,CC=CC(F)(F)C(F)(F)C(F)(F)F
2142,1184850-50-7,OB(O)c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1
2143,139604-89-0,FC(F)(F)OC(F)(I)C(F)(F)F
2144,146443-00-7,*C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)[Si](Cl)(Cl)Cl
2145,13221-71-1,FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F
2146,914391-37-0,CC[Si](CC)(CC)OC(c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)(c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)[C@@H]1CCCN1
2147,63863-43-4,COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
2148,176979-17-2,CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2149,2707-72-4,CCCC=CC(F)(F)C(F)(F)C(F)(F)F
2150,57702-79-1,FC(F)(F)C(F)(F)C(F)(F)c1ccc2ccccc2n1
2151,68957-31-3,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2152,312-19-6,O=S(=O)(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2153,76121-99-8,CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Ag+]
2154,2395-00-8,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
2155,87461-68-5,COc1ccc(OC)c(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1
2156,3869-06-5,O=C(Nc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F
2157,327176-80-7,CC[NH+](CC)CC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2158,77758-89-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[I+]c1ccccc1.O=S(=O)([O-])C(F)(F)F
2159,68227-98-5,C=CC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2160,61282-83-5,CCC(C=O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2161,65530-70-3,O=P([O-])(OCCC(F)(F)F)OCCC(F)(F)F.[NH4+]
2162,213740-80-8,CC(C)(C)c1ccc([I+]c2ccc(C(C)(C)C)cc2)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2163,92604-91-6,CC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2164,34598-33-9,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2165,5756-67-2,FC(F)(F)C(F)(F)C(F)(F)c1nnc(-c2ccccc2)o1
2166,1309378-06-0,CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2167,15715-47-6,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Al+3]
2168,375-17-7,FC(F)C(F)(F)C(F)(F)C(F)(F)F
2169,111873-33-7,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2170,1161941-02-1,COc1ccc2nccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2c1
2171,93822-96-9,O=C(C(F)(F)C(F)(F)I)C(F)(C(F)(F)F)C(F)(F)F
2172,252237-40-4,O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2173,681-08-3,FC(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F
2174,93339-87-8,CC(Br)C(O)(CBr)C(F)(F)C(F)(F)C(F)(F)F
2175,325989-96-6,O=C(Nc1cccc(C(F)(F)F)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2176,117948-75-1,CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2177,93454-74-1,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2178,923569-78-2,COc1ccc(/N=C(\Cl)C(F)(F)C(F)(F)C(F)(F)F)c(CBr)c1
2179,133384-08-4,FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(N1CCCCC1)n1nnc2ccccc21
2180,118777-97-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CC2C=CC1C2
2181,1869-77-8,CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2182,1144512-34-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
2183,94159-85-0,OC(CN1CC1)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2184,1233312-86-1,COC(=O)c1cc(OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)c(OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)c(OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)c1
2185,216389-85-4,C=CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2186,1584-03-8,FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F
2187,355822-08-1,O=c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3
2188,4454-57-3,N=C(NNS(=O)(=O)c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F
2189,30769-88-1,C=C(C)C(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2190,151707-04-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(Oc2cccc(Oc3cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c3)c2)c1
2191,2264-25-7,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[Na+]
2192,61324-28-5,Oc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1
2193,114221-76-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
